Temperatura;Humedad;Altitud;Polvo;Latitud;Longitud;Sensor de Luz
26.30;41.00;3900.00;255;1000.00;1000.000.00;0
26.10;40.00;3906.00;255;1000.00;1000.000.00;0
26.10;40.00;3910.00;255;1000.00;1000.000.00;0
26.10;41.00;3914.00;255;1000.00;1000.000.00;0
26.00;41.00;3919.00;255;1000.00;1000.000.00;0
25.90;40.00;3924.00;255;1000.00;1000.000.00;0
25.80;41.00;3930.00;255;1000.00;1000.000.00;0
25.70;41.00;3935.00;255;1000.00;1000.000.00;0
25.60;42.00;3942.00;255;1000.00;1000.000.00;0
25.40;42.00;3948.00;255;1000.00;1000.000.00;0
25.40;43.00;3957.00;255;1000.00;1000.000.00;0
25.20;43.00;3964.00;255;1000.00;1000.000.00;0
25.00;43.00;3971.00;255;1000.00;1000.000.00;0
24.90;44.00;3979.00;255;1000.00;1000.000.00;0
24.80;44.00;3984.00;255;1000.00;1000.000.00;0
24.80;44.00;3989.00;255;1000.00;1000.000.00;0
24.70;44.00;3992.00;255;1000.00;1000.000.00;0
24.70;45.00;3998.00;255;1000.00;1000.000.00;0
24.60;44.00;4005.00;255;1000.00;1000.000.00;0
24.50;44.00;4014.00;255;1000.00;1000.000.00;0
24.50;44.00;4021.00;255;1000.00;1000.000.00;0
24.40;44.00;4026.00;255;1000.00;1000.000.00;0
24.40;45.00;4029.00;255;1000.00;1000.000.00;0
24.40;44.00;4034.00;255;1000.00;1000.000.00;0
24.30;44.00;4041.00;255;1000.00;1000.000.00;0
24.20;46.00;4048.00;255;1000.00;1000.000.00;0
24.10;47.00;4054.00;255;1000.00;1000.000.00;0
24.20;46.00;4057.00;255;1000.00;1000.000.00;0
24.20;46.00;4060.00;255;1000.00;1000.000.00;0
24.40;46.00;4057.00;255;1000.00;1000.000.00;0
24.40;46.00;4051.00;255;1000.00;1000.000.00;0
24.40;46.00;4045.00;255;1000.00;1000.000.00;0
24.30;44.00;4044.00;255;1000.00;1000.000.00;0
24.20;44.00;4045.00;255;1000.00;1000.000.00;0
24.10;44.00;4046.00;255;1000.00;1000.000.00;0
24.00;45.00;4048.00;255;1000.00;1000.000.00;0
24.00;46.00;4053.00;255;1000.00;1000.000.00;0
24.00;46.00;4058.00;255;1000.00;1000.000.00;0
23.90;46.00;4062.00;255;1000.00;1000.000.00;0
23.90;46.00;4070.00;255;1000.00;1000.000.00;0
23.80;46.00;4085.00;255;1000.00;1000.000.00;0
23.80;47.00;4123.00;255;1000.00;1000.000.00;0
23.70;47.00;4183.00;255;1000.00;1000.000.00;0
23.60;48.00;4220.00;255;1000.00;1000.000.00;0
23.40;48.00;4255.00;255;1000.00;1000.000.00;0
23.10;50.00;4287.00;255;1000.00;1000.000.00;0
23.10;50.00;4308.00;255;1000.00;1000.000.00;0
22.80;49.00;4338.00;255;1000.00;1000.000.00;0
22.30;51.00;4422.00;255;1000.00;1000.000.00;0
21.70;52.00;4496.00;255;1000.00;1000.000.00;0
21.20;52.00;4513.00;255;1000.00;1000.000.00;0
20.80;52.00;4508.00;255;1000.00;1000.000.00;0
20.70;52.00;4498.00;255;1000.00;1000.000.00;0
20.50;53.00;4485.00;255;1000.00;1000.000.00;0
20.50;53.00;4470.00;255;1000.00;1000.000.00;0
20.50;53.00;4456.00;255;1000.00;1000.000.00;0
20.60;53.00;4442.00;255;1000.00;1000.000.00;0
20.60;52.00;4429.00;255;1000.00;1000.000.00;0
20.60;53.00;4416.00;255;1000.00;1000.000.00;0
20.70;52.00;4407.00;255;1000.00;1000.000.00;0
20.80;52.00;4397.00;255;1000.00;1000.000.00;0
20.80;52.00;4381.00;255;1000.00;1000.000.00;0
20.90;52.00;4369.00;255;1000.00;1000.000.00;0
20.90;52.00;4359.00;255;1000.00;1000.000.00;0
21.00;53.00;4353.00;255;1000.00;1000.000.00;0
21.00;53.00;4349.00;255;1000.00;1000.000.00;0
21.00;53.00;4340.00;255;1000.00;1000.000.00;0
21.10;53.00;4332.00;255;1000.00;1000.000.00;0
21.20;53.00;4324.00;255;1000.00;1000.000.00;0
21.20;53.00;4318.00;255;1000.00;1000.000.00;0
21.30;53.00;4314.00;255;1000.00;1000.000.00;0
21.30;54.00;4311.00;255;1000.00;1000.000.00;0
21.30;54.00;4308.00;255;1000.00;1000.000.00;0
21.40;54.00;4306.00;255;1000.00;1000.000.00;0
21.40;54.00;4304.00;255;1000.00;1000.000.00;0
21.40;54.00;4302.00;255;1000.00;1000.000.00;0
21.40;54.00;4300.00;255;1000.00;1000.000.00;0
21.40;54.00;4298.00;255;1000.00;1000.000.00;0
21.40;54.00;4296.00;255;1000.00;1000.000.00;0
21.40;53.00;4293.00;255;1000.00;1000.000.00;0
21.50;54.00;4292.00;255;1000.00;1000.000.00;0
21.50;54.00;4290.00;255;1000.00;1000.000.00;0
21.50;54.00;4289.00;255;1000.00;1000.000.00;0
21.50;54.00;4286.00;255;1000.00;1000.000.00;0
21.60;54.00;4280.00;255;1000.00;1000.000.00;0
21.60;53.00;4272.00;255;1000.00;1000.000.00;0
21.70;53.00;4267.00;255;1000.00;1000.000.00;0
21.70;53.00;4263.00;255;1000.00;1000.000.00;0
21.80;53.00;4259.00;255;1000.00;1000.000.00;0
21.80;53.00;4255.00;255;1000.00;1000.000.00;0
21.80;53.00;4255.00;255;1000.00;1000.000.00;0
21.90;53.00;4250.00;255;1000.00;1000.000.00;0
21.90;53.00;4240.00;255;1000.00;1000.000.00;0
21.90;53.00;4234.00;255;1000.00;1000.000.00;0
22.00;53.00;4230.00;255;1000.00;1000.000.00;0
22.10;53.00;4227.00;255;1000.00;1000.000.00;0
22.10;53.00;4224.00;255;1000.00;1000.000.00;0
22.10;53.00;4222.00;255;1000.00;1000.000.00;0
22.20;54.00;4220.00;255;1000.00;1000.000.00;0
22.20;54.00;4219.00;255;1000.00;1000.000.00;0
22.30;54.00;4222.00;255;1000.00;1000.000.00;0
22.20;54.00;4219.00;255;1000.00;1000.000.00;0
22.30;54.00;4214.00;255;1000.00;1000.000.00;0
22.30;53.00;4211.00;255;1000.00;1000.000.00;0
22.30;53.00;4210.00;255;1000.00;1000.000.00;0
22.40;54.00;4208.00;255;1000.00;1000.000.00;0
22.30;53.00;4207.00;255;1000.00;1000.000.00;0
22.40;53.00;4204.00;255;1000.00;1000.000.00;0
22.40;53.00;4202.00;255;1000.00;1000.000.00;0
22.50;54.00;4201.00;255;1000.00;1000.000.00;0
22.40;53.00;4200.00;255;1000.00;1000.000.00;0
22.40;53.00;4198.00;255;1000.00;1000.000.00;0
22.50;53.00;4196.00;255;1000.00;1000.000.00;0
22.50;53.00;4195.00;255;1000.00;1000.000.00;0
22.50;53.00;4193.00;255;1000.00;1000.000.00;0
22.60;53.00;4191.00;255;1000.00;1000.000.00;0
22.50;53.00;4190.00;255;1000.00;1000.000.00;0
22.60;53.00;4189.00;255;1000.00;1000.000.00;0
22.60;53.00;4187.00;255;1000.00;1000.000.00;0
22.60;53.00;4185.00;255;1000.00;1000.000.00;0
22.60;53.00;4184.00;255;1000.00;1000.000.00;0
22.60;52.00;4183.00;255;1000.00;1000.000.00;0
22.60;53.00;4179.00;255;1000.00;1000.000.00;0
22.70;52.00;4177.00;255;1000.00;1000.000.00;0
22.70;53.00;4176.00;255;1000.00;1000.000.00;0
22.70;53.00;4174.00;255;1000.00;1000.000.00;0
22.70;53.00;4174.00;255;1000.00;1000.000.00;0
22.80;53.00;4172.00;255;1000.00;1000.000.00;0
22.80;53.00;4171.00;255;1000.00;1000.000.00;0
22.80;53.00;4169.00;255;1000.00;1000.000.00;0
22.80;53.00;4168.00;255;1000.00;1000.000.00;0
22.90;53.00;4167.00;255;1000.00;1000.000.00;0
22.80;53.00;4167.00;255;1000.00;1000.000.00;0
22.80;53.00;4166.00;255;1000.00;1000.000.00;0
22.80;53.00;4165.00;255;1000.00;1000.000.00;0
22.90;53.00;4164.00;255;1000.00;1000.000.00;0
22.90;53.00;4161.00;255;1000.00;1000.000.00;0
22.90;53.00;4159.00;255;1000.00;1000.000.00;0
22.90;53.00;4156.00;255;1000.00;1000.000.00;0
22.90;52.00;4155.00;255;1000.00;1000.000.00;0
22.90;53.00;4155.00;255;1000.00;1000.000.00;0
23.00;53.00;4152.00;255;1000.00;1000.000.00;0
22.90;53.00;4152.00;255;1000.00;1000.000.00;0
23.00;53.00;4153.00;255;1000.00;1000.000.00;0
23.00;53.00;4150.00;255;1000.00;1000.000.00;0
23.00;53.00;4147.00;255;1000.00;1000.000.00;0
23.00;53.00;4145.00;255;1000.00;1000.000.00;0
23.10;53.00;4148.00;255;1000.00;1000.000.00;0
23.00;53.00;4144.00;255;1000.00;1000.000.00;0
23.10;52.00;4140.00;255;1000.00;1000.000.00;0
23.10;52.00;4139.00;255;1000.00;1000.000.00;0
23.10;52.00;4138.00;255;1000.00;1000.000.00;0
23.10;52.00;4135.00;255;1000.00;1000.000.00;0
23.10;52.00;4134.00;255;1000.00;1000.000.00;0
23.20;51.00;4132.00;255;1000.00;1000.000.00;0
23.10;52.00;4130.00;255;1000.00;1000.000.00;0
23.20;52.00;4129.00;255;1000.00;1000.000.00;0
23.20;52.00;4128.00;255;1000.00;1000.000.00;0
23.20;52.00;4126.00;255;1000.00;1000.000.00;0
23.30;52.00;4124.00;255;1000.00;1000.000.00;0
23.30;52.00;4123.00;255;1000.00;1000.000.00;0
23.30;52.00;4122.00;255;1000.00;1000.000.00;0
23.30;52.00;4125.00;255;1000.00;1000.000.00;0
23.30;52.00;4122.00;255;1000.00;1000.000.00;0
23.40;52.00;4119.00;255;1000.00;1000.000.00;0
23.30;52.00;4121.00;255;1000.00;1000.000.00;0
23.40;52.00;4117.00;255;1000.00;1000.000.00;0
23.40;51.00;4115.00;255;1000.00;1000.000.00;0
23.40;52.00;4115.00;255;1000.00;1000.000.00;0
23.40;51.00;4113.00;255;1000.00;1000.000.00;0
23.40;51.00;4111.00;255;1000.00;1000.000.00;0
23.50;51.00;4110.00;255;1000.00;1000.000.00;0
23.40;51.00;4109.00;255;1000.00;1000.000.00;0
23.50;51.00;4109.00;255;1000.00;1000.000.00;0
23.50;51.00;4108.00;255;1000.00;1000.000.00;0
23.50;51.00;4106.00;255;1000.00;1000.000.00;0
23.50;51.00;4105.00;255;1000.00;1000.000.00;0
23.50;51.00;4104.00;255;1000.00;1000.000.00;0
23.60;51.00;4103.00;255;1000.00;1000.000.00;0
23.50;51.00;4102.00;255;1000.00;1000.000.00;0
23.60;51.00;4102.00;255;1000.00;1000.000.00;0
23.50;51.00;4101.00;255;1000.00;1000.000.00;0
23.60;51.00;4104.00;255;1000.00;1000.000.00;0
23.60;51.00;4102.00;255;1000.00;1000.000.00;0
23.60;51.00;4100.00;255;1000.00;1000.000.00;0
23.60;50.00;4098.00;255;1000.00;1000.000.00;0
23.60;50.00;4097.00;255;1000.00;1000.000.00;0
23.60;50.00;4099.00;255;1000.00;1000.000.00;0
23.70;50.00;4095.00;255;1000.00;1000.000.00;0
23.60;50.00;4092.00;255;1000.00;1000.000.00;0
23.60;50.00;4091.00;255;1000.00;1000.000.00;0
23.70;50.00;4090.00;255;1000.00;1000.000.00;0
23.70;50.00;4097.00;255;1000.00;1000.000.00;0
23.70;50.00;4091.00;255;1000.00;1000.000.00;0
23.70;50.00;4085.00;255;1000.00;1000.000.00;0
23.70;50.00;4081.00;255;1000.00;1000.000.00;0
23.80;50.00;4079.00;255;1000.00;1000.000.00;0
23.70;50.00;4078.00;255;1000.00;1000.000.00;0
23.70;50.00;4077.00;255;1000.00;1000.000.00;0
23.80;50.00;4077.00;255;1000.00;1000.000.00;0
23.80;51.00;4076.00;255;1000.00;1000.000.00;0
23.70;50.00;4076.00;255;1000.00;1000.000.00;0
23.80;50.00;4075.00;255;1000.00;1000.000.00;0
23.80;50.00;4075.00;255;1000.00;1000.000.00;0
23.80;50.00;4074.00;255;1000.00;1000.000.00;0
23.80;50.00;4073.00;255;1000.00;1000.000.00;0
23.90;50.00;4071.00;255;1000.00;1000.000.00;0
23.90;50.00;4070.00;255;1000.00;1000.000.00;0
23.90;50.00;4070.00;255;1000.00;1000.000.00;0
23.90;50.00;4073.00;255;1000.00;1000.000.00;0
23.90;50.00;4070.00;255;1000.00;1000.000.00;0
23.90;50.00;4067.00;255;1000.00;1000.000.00;0
23.90;50.00;4065.00;255;1000.00;1000.000.00;0
23.90;50.00;4064.00;255;1000.00;1000.000.00;0
23.90;50.00;4067.00;255;1000.00;1000.000.00;0
23.90;50.00;4064.00;255;1000.00;1000.000.00;0
23.90;50.00;4066.00;255;1000.00;1000.000.00;0
23.90;50.00;4062.00;255;1000.00;1000.000.00;0
24.00;50.00;4060.00;255;1000.00;1000.000.00;0
24.00;50.00;4059.00;255;1000.00;1000.000.00;0
24.00;50.00;4059.00;255;1000.00;1000.000.00;0
24.00;50.00;4057.00;255;1000.00;1000.000.00;0
24.00;50.00;4056.00;255;1000.00;1000.000.00;0
24.00;50.00;4056.00;255;1000.00;1000.000.00;0
24.00;50.00;4062.00;255;1000.00;1000.000.00;0
24.00;50.00;4057.00;255;1000.00;1000.000.00;0
24.00;50.00;4052.00;255;1000.00;1000.000.00;0
24.10;50.00;4051.00;255;1000.00;1000.000.00;0
24.10;50.00;4050.00;255;1000.00;1000.000.00;0
24.10;50.00;4049.00;255;1000.00;1000.000.00;0
24.10;50.00;4049.00;255;1000.00;1000.000.00;0
24.20;50.00;4048.00;255;1000.00;1000.000.00;0
24.10;50.00;4046.00;255;1000.00;1000.000.00;0
24.10;50.00;4045.00;255;1000.00;1000.000.00;0
24.10;50.00;4045.00;255;1000.00;1000.000.00;0
24.20;50.00;4044.00;255;1000.00;1000.000.00;0
24.20;50.00;4042.00;255;1000.00;1000.000.00;0
24.20;50.00;4041.00;255;1000.00;1000.000.00;0
24.30;50.00;4040.00;255;1000.00;1000.000.00;0
24.30;50.00;4039.00;255;1000.00;1000.000.00;0
24.30;50.00;4038.00;255;1000.00;1000.000.00;0
24.30;50.00;4036.00;255;1000.00;1000.000.00;0
24.30;50.00;4035.00;255;1000.00;1000.000.00;0
24.30;50.00;4036.00;255;1000.00;1000.000.00;0
24.40;50.00;4034.00;255;1000.00;1000.000.00;0
24.40;50.00;4031.00;255;1000.00;1000.000.00;0
24.40;50.00;4031.00;255;1000.00;1000.000.00;0
24.40;50.00;4030.00;255;1000.00;1000.000.00;0
24.40;50.00;4028.00;255;1000.00;1000.000.00;0
24.40;50.00;4027.00;255;1000.00;1000.000.00;0
24.40;50.00;4024.00;255;1000.00;1000.000.00;0
24.40;49.00;4027.00;255;1000.00;1000.000.00;0
24.40;50.00;4023.00;255;1000.00;1000.000.00;0
24.40;49.00;4021.00;255;1000.00;1000.000.00;0
24.40;49.00;4020.00;255;1000.00;1000.000.00;0
24.40;49.00;4018.00;255;1000.00;1000.000.00;0
24.50;49.00;4019.00;255;1000.00;1000.000.00;0
24.50;49.00;4018.00;255;1000.00;1000.000.00;0
24.50;49.00;4014.00;255;1000.00;1000.000.00;0
24.50;49.00;4011.00;255;1000.00;1000.000.00;0
24.60;49.00;4010.00;255;1000.00;1000.000.00;0
24.50;49.00;4010.00;255;1000.00;1000.000.00;0
24.60;49.00;4008.00;255;1000.00;1000.000.00;0
24.60;49.00;4007.00;255;1000.00;1000.000.00;0
24.60;49.00;4005.00;255;1000.00;1000.000.00;0
24.60;49.00;4004.00;255;1000.00;1000.000.00;0
24.70;49.00;4002.00;255;1000.00;1000.000.00;0
24.50;49.00;4001.00;255;1000.00;1000.000.00;0
24.60;49.00;3999.00;255;1000.00;1000.000.00;0
24.60;49.00;3999.00;255;1000.00;1000.000.00;0
24.60;49.00;3997.00;255;1000.00;1000.000.00;0
24.70;49.00;3995.00;255;1000.00;1000.000.00;0
24.70;49.00;3994.00;255;1000.00;1000.000.00;0
24.70;49.00;3992.00;255;1000.00;1000.000.00;0
24.70;49.00;3991.00;255;1000.00;1000.000.00;0
24.70;49.00;3990.00;255;1000.00;1000.000.00;0
24.70;49.00;3988.00;255;1000.00;1000.000.00;0
24.80;49.00;3987.00;255;1000.00;1000.000.00;0
24.80;49.00;3986.00;255;1000.00;1000.000.00;0
24.80;49.00;3984.00;255;1000.00;1000.000.00;0
24.80;49.00;3983.00;255;1000.00;1000.000.00;0
24.90;49.00;3982.00;255;1000.00;1000.000.00;0
24.90;48.00;3981.00;255;1000.00;1000.000.00;0
24.90;48.00;3980.00;255;1000.00;1000.000.00;0
24.90;48.00;3979.00;255;1000.00;1000.000.00;0
24.90;48.00;3978.00;255;1000.00;1000.000.00;0
24.90;48.00;3977.00;255;1000.00;1000.000.00;0
24.90;48.00;3975.00;255;1000.00;1000.000.00;0
24.90;48.00;3974.00;255;1000.00;1000.000.00;0
24.90;48.00;3973.00;255;1000.00;1000.000.00;0
24.90;48.00;3972.00;255;1000.00;1000.000.00;0
24.90;48.00;3974.00;255;1000.00;1000.000.00;0
25.00;48.00;3971.00;255;1000.00;1000.000.00;0
25.00;48.00;3969.00;255;1000.00;1000.000.00;0
25.00;48.00;3969.00;255;1000.00;1000.000.00;0
25.10;48.00;3967.00;255;1000.00;1000.000.00;0
25.00;48.00;3966.00;255;1000.00;1000.000.00;0
25.10;48.00;3964.00;255;1000.00;1000.000.00;0
25.00;48.00;3963.00;255;1000.00;1000.000.00;0
25.10;48.00;3961.00;255;1000.00;1000.000.00;0
25.10;48.00;3961.00;255;1000.00;1000.000.00;0
25.10;48.00;3960.00;255;1000.00;1000.000.00;0
25.10;48.00;3961.00;255;1000.00;1000.000.00;0
25.10;48.00;3958.00;255;1000.00;1000.000.00;0
25.10;48.00;3955.00;255;1000.00;1000.000.00;0
25.20;48.00;3954.00;255;1000.00;1000.000.00;0
25.10;48.00;3952.00;255;1000.00;1000.000.00;0
25.10;48.00;3951.00;255;1000.00;1000.000.00;0
25.20;48.00;3950.00;255;1000.00;1000.000.00;0
25.20;48.00;3948.00;255;1000.00;1000.000.00;0
25.20;48.00;3947.00;255;1000.00;1000.000.00;0
25.20;48.00;3946.00;255;1000.00;1000.000.00;0
25.20;48.00;3944.00;255;1000.00;1000.000.00;0
25.20;48.00;3943.00;255;1000.00;1000.000.00;0
25.30;48.00;3942.00;255;1000.00;1000.000.00;0
25.20;48.00;3941.00;255;1000.00;1000.000.00;0
25.30;48.00;3940.00;255;1000.00;1000.000.00;0
25.20;48.00;3939.00;255;1000.00;1000.000.00;0
25.40;48.00;3938.00;255;1000.00;1000.000.00;0
25.30;47.00;3939.00;255;1000.00;1000.000.00;0
25.40;47.00;3937.00;255;1000.00;1000.000.00;0
25.40;48.00;3936.00;255;1000.00;1000.000.00;0
25.40;48.00;3934.00;255;1000.00;1000.000.00;0
25.40;47.00;3934.00;255;1000.00;1000.000.00;0
25.40;47.00;3933.00;255;1000.00;1000.000.00;0
25.40;47.00;3933.00;255;1000.00;1000.000.00;0
25.40;47.00;3932.00;255;1000.00;1000.000.00;0
25.40;47.00;3930.00;255;1000.00;1000.000.00;0
25.40;47.00;3930.00;255;1000.00;1000.000.00;0
25.40;47.00;3930.00;255;1000.00;1000.000.00;0
25.50;47.00;3930.00;255;1000.00;1000.000.00;0
25.50;47.00;3928.00;255;1000.00;1000.000.00;0
25.50;47.00;3931.00;255;1000.00;1000.000.00;0
25.50;47.00;3928.00;255;1000.00;1000.000.00;0
25.50;47.00;3926.00;255;1000.00;1000.000.00;0
25.50;47.00;3929.00;255;1000.00;1000.000.00;0
25.50;47.00;3927.00;255;1000.00;1000.000.00;0
25.50;47.00;3924.00;255;1000.00;1000.000.00;0
25.60;47.00;3923.00;255;1000.00;1000.000.00;0
25.50;46.00;3926.00;255;1000.00;1000.000.00;0
25.50;47.00;3922.00;255;1000.00;1000.000.00;0
25.60;46.00;3921.00;255;1000.00;1000.000.00;0
25.50;46.00;3921.00;255;1000.00;1000.000.00;0
25.50;46.00;3920.00;255;1000.00;1000.000.00;0
25.60;46.00;3919.00;255;1000.00;1000.000.00;0
25.60;46.00;3919.00;255;1000.00;1000.000.00;0
25.60;46.00;3918.00;255;1000.00;1000.000.00;0
25.60;47.00;3918.00;255;1000.00;1000.000.00;0
25.60;46.00;3917.00;255;1000.00;1000.000.00;0
25.60;46.00;3916.00;255;1000.00;1000.000.00;0
25.60;46.00;3916.00;255;1000.00;1000.000.00;0
25.60;46.00;3915.00;255;1000.00;1000.000.00;0
25.60;46.00;3915.00;255;1000.00;1000.000.00;0
